record_id,artifact_code,retrieval_anchor,dataset_id,field_name,data_type,sample_count,null_count,null_ratio,distinct_count,distinct_ratio,min_value,max_value,max_length,profiled_at,source_uri
PROF-0118,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-038,product_id,bigint,111700,0,0,111583,0.998953,,,133,2026-08-19T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/118
PROF-0119,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-039,quantity,decimal,111800,0,0,111682,0.998945,0.00,100118,134,2026-08-19T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/119
PROF-0120,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-040,email_hash,timestamp,111900,119,0.001063,111781,0.998937,,,135,2026-08-19T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/120
PROF-0121,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-001,order_id,varchar,112000,0,0,111880,0.998929,,,136,2026-08-20T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/121
PROF-0122,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-002,customer_id,bigint,112100,0,0,111979,0.998921,,,137,2026-08-20T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/122
PROF-0123,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-003,region_code,decimal,112200,0,0,112078,0.998913,0.00,100122,138,2026-08-20T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/123
PROF-0124,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-004,amount,timestamp,112300,0,0,112177,0.998905,,,139,2026-08-20T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/124
PROF-0125,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-005,occurred_at,varchar,112400,0,0,112276,0.998897,,,140,2026-08-20T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/125
PROF-0126,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-006,status,bigint,112500,0,0,112375,0.998889,,,141,2026-08-20T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/126
PROF-0127,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-007,currency,decimal,112600,126,0.001119,112474,0.998881,0.00,100126,142,2026-08-20T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/127
PROF-0128,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-008,product_id,timestamp,112700,0,0,112573,0.998873,,,143,2026-08-20T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/128
PROF-0129,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-009,quantity,varchar,112800,0,0,112672,0.998865,,,16,2026-08-20T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/129
PROF-0130,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-010,email_hash,bigint,112900,0,0,112771,0.998857,,,17,2026-08-20T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/130
PROF-0131,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-011,order_id,decimal,113000,0,0,112870,0.99885,0.00,100130,18,2026-08-20T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/131
PROF-0132,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-012,customer_id,timestamp,113100,0,0,112969,0.998842,,,19,2026-08-20T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/132
PROF-0133,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-013,region_code,varchar,113200,0,0,113068,0.998834,,,20,2026-08-21T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/133
PROF-0134,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-014,amount,bigint,113300,133,0.001174,113167,0.998826,,,21,2026-08-21T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/134
PROF-0135,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-015,occurred_at,decimal,113400,0,0,113266,0.998818,0.00,100134,22,2026-08-21T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/135
PROF-0136,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-016,status,timestamp,113500,0,0,113365,0.998811,,,23,2026-08-21T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/136
PROF-0137,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-017,currency,varchar,113600,0,0,113464,0.998803,,,24,2026-08-21T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/137
PROF-0138,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-018,product_id,bigint,113700,0,0,113563,0.998795,,,25,2026-08-21T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/138
PROF-0139,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-019,quantity,decimal,113800,0,0,113662,0.998787,0.00,100138,26,2026-08-21T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/139
PROF-0140,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-020,email_hash,timestamp,113900,0,0,113761,0.99878,,,27,2026-08-21T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/140
PROF-0141,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-021,order_id,varchar,114000,140,0.001228,113860,0.998772,,,28,2026-08-21T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/141
PROF-0142,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-022,customer_id,bigint,114100,0,0,113959,0.998764,,,29,2026-08-21T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/142
PROF-0143,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-023,region_code,decimal,114200,0,0,114058,0.998757,0.00,100142,30,2026-08-21T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/143
PROF-0144,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-024,amount,timestamp,114300,0,0,114157,0.998749,,,31,2026-08-21T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/144
PROF-0145,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-025,occurred_at,varchar,114400,0,0,114256,0.998741,,,32,2026-08-22T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/145
PROF-0146,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-026,status,bigint,114500,0,0,114355,0.998734,,,33,2026-08-22T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/146
PROF-0147,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-027,currency,decimal,114600,0,0,114454,0.998726,0.00,100146,34,2026-08-22T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/147
PROF-0148,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-028,product_id,timestamp,114700,147,0.001282,114553,0.998718,,,35,2026-08-22T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/148
PROF-0149,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-029,quantity,varchar,114800,0,0,114652,0.998711,,,36,2026-08-22T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/149
PROF-0150,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-030,email_hash,bigint,114900,0,0,114751,0.998703,,,37,2026-08-22T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/150
PROF-0151,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-031,order_id,decimal,115000,0,0,114850,0.998696,0.00,100150,38,2026-08-22T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/151
PROF-0152,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-032,customer_id,timestamp,115100,0,0,114949,0.998688,,,39,2026-08-22T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/152
PROF-0153,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-033,region_code,varchar,115200,0,0,115048,0.998681,,,40,2026-08-22T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/153
PROF-0154,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-034,amount,bigint,115300,0,0,115147,0.998673,,,41,2026-08-22T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/154
PROF-0155,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-035,occurred_at,decimal,115400,154,0.001334,115246,0.998666,0.00,100154,42,2026-08-22T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/155
PROF-0156,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-036,status,timestamp,115500,0,0,115345,0.998658,,,43,2026-08-22T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/156
PROF-0157,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-037,currency,varchar,115600,0,0,115444,0.998651,,,44,2026-08-23T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/157
PROF-0158,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-038,product_id,bigint,115700,0,0,115543,0.998643,,,45,2026-08-23T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/158
PROF-0159,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-039,quantity,decimal,115800,0,0,115642,0.998636,0.00,100158,46,2026-08-23T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/159
PROF-0160,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-040,email_hash,timestamp,115900,0,0,115741,0.998628,,,47,2026-08-23T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/160
PROF-0161,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-001,order_id,varchar,116000,0,0,115840,0.998621,,,48,2026-08-23T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/161
PROF-0162,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-002,customer_id,bigint,116100,161,0.001387,115939,0.998613,,,49,2026-08-23T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/162
PROF-0163,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-003,region_code,decimal,116200,0,0,116038,0.998606,0.00,100162,50,2026-08-23T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/163
PROF-0164,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-004,amount,timestamp,116300,0,0,116137,0.998598,,,51,2026-08-23T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/164
PROF-0165,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-005,occurred_at,varchar,116400,0,0,116236,0.998591,,,52,2026-08-23T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/165
PROF-0166,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-006,status,bigint,116500,0,0,116335,0.998584,,,53,2026-08-23T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/166
PROF-0167,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-007,currency,decimal,116600,0,0,116434,0.998576,0.00,100166,54,2026-08-23T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/167
PROF-0168,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-008,product_id,timestamp,116700,0,0,116533,0.998569,,,55,2026-08-23T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/168
PROF-0169,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-009,quantity,varchar,116800,168,0.001438,116632,0.998562,,,56,2026-08-24T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/169
PROF-0170,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-010,email_hash,bigint,116900,0,0,116731,0.998554,,,57,2026-08-24T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/170
PROF-0171,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-011,order_id,decimal,117000,0,0,116830,0.998547,0.00,100170,58,2026-08-24T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/171
PROF-0172,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-012,customer_id,timestamp,117100,0,0,116929,0.99854,,,59,2026-08-24T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/172
PROF-0173,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-013,region_code,varchar,117200,0,0,117028,0.998532,,,60,2026-08-24T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/173
PROF-0174,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-014,amount,bigint,117300,0,0,117127,0.998525,,,61,2026-08-24T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/174
PROF-0175,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-015,occurred_at,decimal,117400,0,0,117226,0.998518,0.00,100174,62,2026-08-24T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/175
PROF-0176,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-016,status,timestamp,117500,175,0.001489,117325,0.998511,,,63,2026-08-24T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/176
PROF-0177,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-017,currency,varchar,117600,0,0,117424,0.998503,,,64,2026-08-24T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/177
PROF-0178,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-018,product_id,bigint,117700,0,0,117523,0.998496,,,65,2026-08-24T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/178
PROF-0179,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-019,quantity,decimal,117800,0,0,117622,0.998489,0.00,100178,66,2026-08-24T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/179
PROF-0180,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-020,email_hash,timestamp,117900,0,0,117721,0.998482,,,67,2026-08-24T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/180
PROF-0181,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-021,order_id,varchar,118000,0,0,117820,0.998475,,,68,2026-08-25T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/181
PROF-0182,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-022,customer_id,bigint,118100,0,0,117919,0.998467,,,69,2026-08-25T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/182
PROF-0183,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-023,region_code,decimal,118200,182,0.00154,118018,0.99846,0.00,100182,70,2026-08-25T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/183
PROF-0184,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-024,amount,timestamp,118300,0,0,118117,0.998453,,,71,2026-08-25T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/184
PROF-0185,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-025,occurred_at,varchar,118400,0,0,118216,0.998446,,,72,2026-08-25T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/185
PROF-0186,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-026,status,bigint,118500,0,0,118315,0.998439,,,73,2026-08-25T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/186
PROF-0187,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-027,currency,decimal,118600,0,0,118414,0.998432,0.00,100186,74,2026-08-25T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/187
PROF-0188,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-028,product_id,timestamp,118700,0,0,118513,0.998425,,,75,2026-08-25T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/188
PROF-0189,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-029,quantity,varchar,118800,0,0,118612,0.998418,,,76,2026-08-25T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/189
PROF-0190,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-030,email_hash,bigint,118900,189,0.00159,118711,0.99841,,,77,2026-08-25T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/190
PROF-0191,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-031,order_id,decimal,119000,0,0,118810,0.998403,0.00,100190,78,2026-08-25T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/191
PROF-0192,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-032,customer_id,timestamp,119100,0,0,118909,0.998396,,,79,2026-08-25T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/192
PROF-0193,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-033,region_code,varchar,119200,0,0,119008,0.998389,,,80,2026-08-26T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/193
PROF-0194,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-034,amount,bigint,119300,0,0,119107,0.998382,,,81,2026-08-26T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/194
PROF-0195,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-035,occurred_at,decimal,119400,0,0,119206,0.998375,0.00,100194,82,2026-08-26T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/195
PROF-0196,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-036,status,timestamp,119500,0,0,119305,0.998368,,,83,2026-08-26T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/196
PROF-0197,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-037,currency,varchar,119600,196,0.001639,119404,0.998361,,,84,2026-08-26T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/197
PROF-0198,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-038,product_id,bigint,119700,0,0,119503,0.998354,,,85,2026-08-26T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/198
PROF-0199,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-039,quantity,decimal,119800,0,0,119602,0.998347,0.00,100198,86,2026-08-26T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/199
PROF-0200,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-040,email_hash,timestamp,119900,0,0,119701,0.99834,,,87,2026-08-26T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/200
PROF-0201,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-001,order_id,varchar,120000,0,0,119800,0.998333,,,88,2026-08-26T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/201
PROF-0202,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-002,customer_id,bigint,120100,0,0,119899,0.998326,,,89,2026-08-26T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/202
PROF-0203,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-003,region_code,decimal,120200,0,0,119998,0.998319,0.00,100202,90,2026-08-26T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/203
PROF-0204,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-004,amount,timestamp,120300,3,0.000025,120097,0.998313,,,91,2026-08-26T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/204
PROF-0205,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-005,occurred_at,varchar,120400,0,0,120196,0.998306,,,92,2026-08-27T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/205
PROF-0206,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-006,status,bigint,120500,0,0,120295,0.998299,,,93,2026-08-27T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/206
PROF-0207,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-007,currency,decimal,120600,0,0,120394,0.998292,0.00,100206,94,2026-08-27T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/207
PROF-0208,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-008,product_id,timestamp,120700,0,0,120493,0.998285,,,95,2026-08-27T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/208
PROF-0209,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-009,quantity,varchar,120800,0,0,120592,0.998278,,,96,2026-08-27T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/209
PROF-0210,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-010,email_hash,bigint,120900,0,0,120691,0.998271,,,97,2026-08-27T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/210
PROF-0211,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-011,order_id,decimal,121000,10,0.000083,120790,0.998264,0.00,100210,98,2026-08-27T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/211
PROF-0212,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-012,customer_id,timestamp,121100,0,0,120889,0.998258,,,99,2026-08-27T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/212
PROF-0213,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-013,region_code,varchar,121200,0,0,120988,0.998251,,,100,2026-08-27T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/213
PROF-0214,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-014,amount,bigint,121300,0,0,121087,0.998244,,,101,2026-08-27T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/214
PROF-0215,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-015,occurred_at,decimal,121400,0,0,121186,0.998237,0.00,100214,102,2026-08-27T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/215
PROF-0216,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-016,status,timestamp,121500,0,0,121285,0.99823,,,103,2026-08-27T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/216
PROF-0217,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-017,currency,varchar,121600,0,0,121384,0.998224,,,104,2026-08-28T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/217
PROF-0218,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-018,product_id,bigint,121700,17,0.00014,121483,0.998217,,,105,2026-08-28T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/218
PROF-0219,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-019,quantity,decimal,121800,0,0,121582,0.99821,0.00,100218,106,2026-08-28T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/219
PROF-0220,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-020,email_hash,timestamp,121900,0,0,121681,0.998203,,,107,2026-08-28T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/220
PROF-0221,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-021,order_id,varchar,122000,0,0,121780,0.998197,,,108,2026-08-28T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/221
PROF-0222,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-022,customer_id,bigint,122100,0,0,121879,0.99819,,,109,2026-08-28T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/222
PROF-0223,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-023,region_code,decimal,122200,0,0,121978,0.998183,0.00,100222,110,2026-08-28T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/223
PROF-0224,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-024,amount,timestamp,122300,0,0,122077,0.998177,,,111,2026-08-28T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/224
PROF-0225,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-025,occurred_at,varchar,122400,24,0.000196,122176,0.99817,,,112,2026-08-28T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/225
PROF-0226,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-026,status,bigint,122500,0,0,122275,0.998163,,,113,2026-08-28T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/226
PROF-0227,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-027,currency,decimal,122600,0,0,122374,0.998157,0.00,100226,114,2026-08-28T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/227
PROF-0228,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-028,product_id,timestamp,122700,0,0,122473,0.99815,,,115,2026-08-28T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/228
PROF-0229,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-029,quantity,varchar,122800,0,0,122572,0.998143,,,116,2026-08-29T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/229
PROF-0230,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-030,email_hash,bigint,122900,0,0,122671,0.998137,,,117,2026-08-29T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/230
PROF-0231,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-031,order_id,decimal,123000,0,0,122770,0.99813,0.00,100230,118,2026-08-29T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/231
PROF-0232,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-032,customer_id,timestamp,123100,31,0.000252,122869,0.998123,,,119,2026-08-29T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/232
PROF-0233,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-033,region_code,varchar,123200,0,0,122968,0.998117,,,120,2026-08-29T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/233
PROF-0234,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-034,amount,bigint,123300,0,0,123067,0.99811,,,121,2026-08-29T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/234
