record_id,artifact_code,retrieval_anchor,alert_id,component,severity,metric,threshold,observed_value,triggered_at,acknowledged_at,resolved_at,owner_role,response_action,status,source_uri
ALR-0151,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0151,RAG pipeline,P1,error_rate,80,91,2026-08-11T01:00:00.000Z,2026-08-11T01:00:00.000Z,2026-08-11T01:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/151
ALR-0152,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0152,Gateway/permission-admin,P2,latency_p95,80,92,2026-08-11T01:10:00.000Z,2026-08-11T01:10:00.000Z,2026-08-11T01:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/152
ALR-0153,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0153,审计存储,P3,consumer_lag,80,93,2026-08-11T01:20:00.000Z,2026-08-11T01:20:00.000Z,2026-08-11T01:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/153
ALR-0154,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0154,PostgreSQL/MinIO/配置,P1,disk_usage,80,94,2026-08-11T01:30:00.000Z,2026-08-11T01:30:00.000Z,2026-08-11T01:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/154
ALR-0155,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0155,Gateway/Provider/连接器,P2,running_duration,80,95,2026-08-11T01:40:00.000Z,2026-08-11T01:40:00.000Z,2026-08-11T01:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/155
ALR-0156,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0156,Compose/Kubernetes,P3,error_rate,80,96,2026-08-11T01:50:00.000Z,2026-08-11T01:50:00.000Z,2026-08-11T01:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/156
ALR-0157,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0157,日志管线,P1,latency_p95,80,97,2026-08-11T02:00:00.000Z,2026-08-11T02:00:00.000Z,2026-08-11T02:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/157
ALR-0158,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0158,告警通道,P2,consumer_lag,80,98,2026-08-11T02:10:00.000Z,2026-08-11T02:10:00.000Z,2026-08-11T02:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/158
ALR-0159,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0159,全部节点,P3,disk_usage,80,99,2026-08-11T02:20:00.000Z,2026-08-11T02:20:00.000Z,2026-08-11T02:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/159
ALR-0160,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0160,变更服务,P1,running_duration,80,100,2026-08-11T02:30:00.000Z,2026-08-11T02:30:00.000Z,2026-08-11T02:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/160
ALR-0161,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0161,Gateway 与全部后端服务,P2,error_rate,80,81,2026-08-11T02:40:00.000Z,2026-08-11T02:40:00.000Z,2026-08-11T02:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/161
ALR-0162,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0162,主 topic、retry、DLT,P3,latency_p95,80,82,2026-08-11T02:50:00.000Z,2026-08-11T02:50:00.000Z,2026-08-11T02:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/162
ALR-0163,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0163,PostgreSQL,P1,consumer_lag,80,83,2026-08-11T03:00:00.000Z,2026-08-11T03:00:00.000Z,2026-08-11T03:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/163
ALR-0164,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0164,ai_memory schema,P2,disk_usage,80,84,2026-08-11T03:10:00.000Z,2026-08-11T03:10:00.000Z,2026-08-11T03:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/164
ALR-0165,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0165,Redis,P3,running_duration,80,85,2026-08-11T03:20:00.000Z,2026-08-11T03:20:00.000Z,2026-08-11T03:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/165
ALR-0166,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0166,MinIO,P1,error_rate,80,86,2026-08-11T03:30:00.000Z,2026-08-11T03:30:00.000Z,2026-08-11T03:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/166
ALR-0167,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0167,data-sync,P2,latency_p95,80,87,2026-08-11T03:40:00.000Z,2026-08-11T03:40:00.000Z,2026-08-11T03:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/167
ALR-0168,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0168,data-sync scheduler,P3,consumer_lag,80,88,2026-08-11T03:50:00.000Z,2026-08-11T03:50:00.000Z,2026-08-11T03:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/168
ALR-0169,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0169,Recovery case,P1,disk_usage,80,89,2026-08-11T04:00:00.000Z,2026-08-11T04:00:00.000Z,2026-08-11T04:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/169
ALR-0170,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0170,Java/Python Agent Runtime,P2,running_duration,80,90,2026-08-11T04:10:00.000Z,2026-08-11T04:10:00.000Z,2026-08-11T04:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/170
ALR-0171,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0171,RAG pipeline,P3,error_rate,80,91,2026-08-11T04:20:00.000Z,2026-08-11T04:20:00.000Z,2026-08-11T04:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/171
ALR-0172,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0172,Gateway/permission-admin,P1,latency_p95,80,92,2026-08-11T04:30:00.000Z,2026-08-11T04:30:00.000Z,2026-08-11T04:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/172
ALR-0173,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0173,审计存储,P2,consumer_lag,80,93,2026-08-11T04:40:00.000Z,2026-08-11T04:40:00.000Z,2026-08-11T04:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/173
ALR-0174,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0174,PostgreSQL/MinIO/配置,P3,disk_usage,80,94,2026-08-11T04:50:00.000Z,2026-08-11T04:50:00.000Z,2026-08-11T04:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/174
ALR-0175,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0175,Gateway/Provider/连接器,P1,running_duration,80,95,2026-08-11T05:00:00.000Z,2026-08-11T05:00:00.000Z,2026-08-11T05:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/175
ALR-0176,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0176,Compose/Kubernetes,P2,error_rate,80,96,2026-08-11T05:10:00.000Z,2026-08-11T05:10:00.000Z,2026-08-11T05:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/176
ALR-0177,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0177,日志管线,P3,latency_p95,80,97,2026-08-11T05:20:00.000Z,2026-08-11T05:20:00.000Z,2026-08-11T05:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/177
ALR-0178,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0178,告警通道,P1,consumer_lag,80,98,2026-08-11T05:30:00.000Z,2026-08-11T05:30:00.000Z,2026-08-11T05:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/178
ALR-0179,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0179,全部节点,P2,disk_usage,80,99,2026-08-11T05:40:00.000Z,2026-08-11T05:40:00.000Z,2026-08-11T05:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/179
ALR-0180,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0180,变更服务,P3,running_duration,80,100,2026-08-11T05:50:00.000Z,2026-08-11T05:50:00.000Z,2026-08-11T05:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/180
ALR-0181,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0181,Gateway 与全部后端服务,P1,error_rate,80,81,2026-08-11T06:00:00.000Z,2026-08-11T06:00:00.000Z,2026-08-11T06:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/181
ALR-0182,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0182,主 topic、retry、DLT,P2,latency_p95,80,82,2026-08-11T06:10:00.000Z,2026-08-11T06:10:00.000Z,2026-08-11T06:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/182
ALR-0183,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0183,PostgreSQL,P3,consumer_lag,80,83,2026-08-11T06:20:00.000Z,2026-08-11T06:20:00.000Z,2026-08-11T06:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/183
ALR-0184,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0184,ai_memory schema,P1,disk_usage,80,84,2026-08-11T06:30:00.000Z,2026-08-11T06:30:00.000Z,2026-08-11T06:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/184
ALR-0185,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0185,Redis,P2,running_duration,80,85,2026-08-11T06:40:00.000Z,2026-08-11T06:40:00.000Z,2026-08-11T06:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/185
ALR-0186,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0186,MinIO,P3,error_rate,80,86,2026-08-11T06:50:00.000Z,2026-08-11T06:50:00.000Z,2026-08-11T06:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/186
ALR-0187,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0187,data-sync,P1,latency_p95,80,87,2026-08-11T07:00:00.000Z,2026-08-11T07:00:00.000Z,2026-08-11T07:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/187
ALR-0188,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0188,data-sync scheduler,P2,consumer_lag,80,88,2026-08-11T07:10:00.000Z,2026-08-11T07:10:00.000Z,2026-08-11T07:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/188
ALR-0189,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0189,Recovery case,P3,disk_usage,80,89,2026-08-11T07:20:00.000Z,2026-08-11T07:20:00.000Z,2026-08-11T07:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/189
ALR-0190,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0190,Java/Python Agent Runtime,P1,running_duration,80,90,2026-08-11T07:30:00.000Z,2026-08-11T07:30:00.000Z,2026-08-11T07:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/190
ALR-0191,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0191,RAG pipeline,P2,error_rate,80,91,2026-08-11T07:40:00.000Z,2026-08-11T07:40:00.000Z,2026-08-11T07:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/191
ALR-0192,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0192,Gateway/permission-admin,P3,latency_p95,80,92,2026-08-11T07:50:00.000Z,2026-08-11T07:50:00.000Z,2026-08-11T07:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/192
ALR-0193,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0193,审计存储,P1,consumer_lag,80,93,2026-08-11T08:00:00.000Z,2026-08-11T08:00:00.000Z,2026-08-11T08:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/193
ALR-0194,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0194,PostgreSQL/MinIO/配置,P2,disk_usage,80,94,2026-08-11T08:10:00.000Z,2026-08-11T08:10:00.000Z,2026-08-11T08:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/194
ALR-0195,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0195,Gateway/Provider/连接器,P3,running_duration,80,95,2026-08-11T08:20:00.000Z,2026-08-11T08:20:00.000Z,2026-08-11T08:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/195
ALR-0196,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0196,Compose/Kubernetes,P1,error_rate,80,96,2026-08-11T08:30:00.000Z,2026-08-11T08:30:00.000Z,2026-08-11T08:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/196
ALR-0197,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0197,日志管线,P2,latency_p95,80,97,2026-08-11T08:40:00.000Z,2026-08-11T08:40:00.000Z,2026-08-11T08:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/197
ALR-0198,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0198,告警通道,P3,consumer_lag,80,98,2026-08-11T08:50:00.000Z,2026-08-11T08:50:00.000Z,2026-08-11T08:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/198
ALR-0199,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0199,全部节点,P1,disk_usage,80,99,2026-08-11T09:00:00.000Z,2026-08-11T09:00:00.000Z,2026-08-11T09:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/199
ALR-0200,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0200,变更服务,P2,running_duration,80,100,2026-08-11T09:10:00.000Z,2026-08-11T09:10:00.000Z,2026-08-11T09:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/200
ALR-0201,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0201,Gateway 与全部后端服务,P3,error_rate,80,81,2026-08-11T09:20:00.000Z,2026-08-11T09:20:00.000Z,2026-08-11T09:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/201
ALR-0202,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0202,主 topic、retry、DLT,P1,latency_p95,80,82,2026-08-11T09:30:00.000Z,2026-08-11T09:30:00.000Z,2026-08-11T09:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/202
ALR-0203,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0203,PostgreSQL,P2,consumer_lag,80,83,2026-08-11T09:40:00.000Z,2026-08-11T09:40:00.000Z,2026-08-11T09:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/203
ALR-0204,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0204,ai_memory schema,P3,disk_usage,80,84,2026-08-11T09:50:00.000Z,2026-08-11T09:50:00.000Z,2026-08-11T09:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/204
ALR-0205,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0205,Redis,P1,running_duration,80,85,2026-08-11T10:00:00.000Z,2026-08-11T10:00:00.000Z,2026-08-11T10:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/205
ALR-0206,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0206,MinIO,P2,error_rate,80,86,2026-08-11T10:10:00.000Z,2026-08-11T10:10:00.000Z,2026-08-11T10:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/206
ALR-0207,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0207,data-sync,P3,latency_p95,80,87,2026-08-11T10:20:00.000Z,2026-08-11T10:20:00.000Z,2026-08-11T10:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/207
ALR-0208,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0208,data-sync scheduler,P1,consumer_lag,80,88,2026-08-11T10:30:00.000Z,2026-08-11T10:30:00.000Z,2026-08-11T10:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/208
ALR-0209,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0209,Recovery case,P2,disk_usage,80,89,2026-08-11T10:40:00.000Z,2026-08-11T10:40:00.000Z,2026-08-11T10:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/209
ALR-0210,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0210,Java/Python Agent Runtime,P3,running_duration,80,90,2026-08-11T10:50:00.000Z,2026-08-11T10:50:00.000Z,2026-08-11T10:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/210
ALR-0211,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0211,RAG pipeline,P1,error_rate,80,91,2026-08-11T11:00:00.000Z,2026-08-11T11:00:00.000Z,2026-08-11T11:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/211
ALR-0212,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0212,Gateway/permission-admin,P2,latency_p95,80,92,2026-08-11T11:10:00.000Z,2026-08-11T11:10:00.000Z,2026-08-11T11:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/212
ALR-0213,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0213,审计存储,P3,consumer_lag,80,93,2026-08-11T11:20:00.000Z,2026-08-11T11:20:00.000Z,2026-08-11T11:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/213
ALR-0214,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0214,PostgreSQL/MinIO/配置,P1,disk_usage,80,94,2026-08-11T11:30:00.000Z,2026-08-11T11:30:00.000Z,2026-08-11T11:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/214
ALR-0215,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0215,Gateway/Provider/连接器,P2,running_duration,80,95,2026-08-11T11:40:00.000Z,2026-08-11T11:40:00.000Z,2026-08-11T11:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/215
ALR-0216,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0216,Compose/Kubernetes,P3,error_rate,80,96,2026-08-11T11:50:00.000Z,2026-08-11T11:50:00.000Z,2026-08-11T11:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/216
ALR-0217,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0217,日志管线,P1,latency_p95,80,97,2026-08-11T12:00:00.000Z,2026-08-11T12:00:00.000Z,2026-08-11T12:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/217
ALR-0218,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0218,告警通道,P2,consumer_lag,80,98,2026-08-11T12:10:00.000Z,2026-08-11T12:10:00.000Z,2026-08-11T12:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/218
ALR-0219,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0219,全部节点,P3,disk_usage,80,99,2026-08-11T12:20:00.000Z,2026-08-11T12:20:00.000Z,2026-08-11T12:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/219
ALR-0220,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0220,变更服务,P1,running_duration,80,100,2026-08-11T12:30:00.000Z,2026-08-11T12:30:00.000Z,2026-08-11T12:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/220
ALR-0221,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0221,Gateway 与全部后端服务,P2,error_rate,80,81,2026-08-11T12:40:00.000Z,2026-08-11T12:40:00.000Z,2026-08-11T12:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/221
ALR-0222,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0222,主 topic、retry、DLT,P3,latency_p95,80,82,2026-08-11T12:50:00.000Z,2026-08-11T12:50:00.000Z,2026-08-11T12:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/222
ALR-0223,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0223,PostgreSQL,P1,consumer_lag,80,83,2026-08-11T13:00:00.000Z,2026-08-11T13:00:00.000Z,2026-08-11T13:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/223
ALR-0224,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0224,ai_memory schema,P2,disk_usage,80,84,2026-08-11T13:10:00.000Z,2026-08-11T13:10:00.000Z,2026-08-11T13:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/224
ALR-0225,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0225,Redis,P3,running_duration,80,85,2026-08-11T13:20:00.000Z,2026-08-11T13:20:00.000Z,2026-08-11T13:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/225
ALR-0226,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0226,MinIO,P1,error_rate,80,86,2026-08-11T13:30:00.000Z,2026-08-11T13:30:00.000Z,2026-08-11T13:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/226
ALR-0227,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0227,data-sync,P2,latency_p95,80,87,2026-08-11T13:40:00.000Z,2026-08-11T13:40:00.000Z,2026-08-11T13:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/227
ALR-0228,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0228,data-sync scheduler,P3,consumer_lag,80,88,2026-08-11T13:50:00.000Z,2026-08-11T13:50:00.000Z,2026-08-11T13:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/228
ALR-0229,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0229,Recovery case,P1,disk_usage,80,89,2026-08-11T14:00:00.000Z,2026-08-11T14:00:00.000Z,2026-08-11T14:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/229
ALR-0230,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0230,Java/Python Agent Runtime,P2,running_duration,80,90,2026-08-11T14:10:00.000Z,2026-08-11T14:10:00.000Z,2026-08-11T14:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/230
