record_id,artifact_code,retrieval_anchor,connector_id,connector_type,version,environment,supported_modes,max_batch_size,max_channels,rate_limit_rps,health_state,last_probed_at,source_uri
CON-0106,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0106,POSTGRESQL,2.5.5,DEV,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-14T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/106
CON-0107,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0107,MYSQL,2.6.6,TEST,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-14T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/107
CON-0108,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0108,KAFKA,2.7.7,STAGING,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-14T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/108
CON-0109,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0109,CSV,2.8.8,DEV,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-14T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/109
CON-0110,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0110,REST_API,2.9.9,TEST,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-14T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/110
CON-0111,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0111,S3,2.0.10,STAGING,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-14T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/111
CON-0112,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0112,MONGODB,2.1.11,DEV,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-14T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/112
CON-0113,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0113,POSTGRESQL,2.2.12,TEST,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-14T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/113
CON-0114,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0114,MYSQL,2.3.13,STAGING,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-14T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/114
CON-0115,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0115,KAFKA,2.4.14,DEV,FULL|INCREMENTAL|CDC,1500,3,190,DEGRADED,2026-08-14T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/115
CON-0116,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0116,CSV,2.5.15,TEST,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-14T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/116
CON-0117,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0117,REST_API,2.6.16,STAGING,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-14T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/117
CON-0118,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0118,S3,2.7.17,DEV,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-14T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/118
CON-0119,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0119,MONGODB,2.8.18,TEST,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-14T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/119
CON-0120,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0120,POSTGRESQL,2.9.19,STAGING,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-14T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/120
CON-0121,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0121,MYSQL,2.0.0,DEV,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-15T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/121
CON-0122,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0122,KAFKA,2.1.1,TEST,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-15T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/122
CON-0123,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0123,CSV,2.2.2,STAGING,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-15T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/123
CON-0124,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0124,REST_API,2.3.3,DEV,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-15T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/124
CON-0125,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0125,S3,2.4.4,TEST,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-15T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/125
CON-0126,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0126,MONGODB,2.5.5,STAGING,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-15T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/126
CON-0127,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0127,POSTGRESQL,2.6.6,DEV,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-15T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/127
CON-0128,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0128,MYSQL,2.7.7,TEST,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-15T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/128
CON-0129,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0129,KAFKA,2.8.8,STAGING,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-15T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/129
CON-0130,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0130,CSV,2.9.9,DEV,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-15T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/130
CON-0131,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0131,REST_API,2.0.10,TEST,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-15T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/131
CON-0132,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0132,S3,2.1.11,STAGING,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-15T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/132
CON-0133,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0133,MONGODB,2.2.12,DEV,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-15T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/133
CON-0134,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0134,POSTGRESQL,2.3.13,TEST,FULL|INCREMENTAL|CDC,3000,6,180,DEGRADED,2026-08-15T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/134
CON-0135,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0135,MYSQL,2.4.14,STAGING,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-15T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/135
CON-0136,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0136,KAFKA,2.5.15,DEV,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-15T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/136
CON-0137,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0137,CSV,2.6.16,TEST,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-15T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/137
CON-0138,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0138,REST_API,2.7.17,STAGING,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-15T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/138
CON-0139,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0139,S3,2.8.18,DEV,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-15T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/139
CON-0140,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0140,MONGODB,2.9.19,TEST,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-15T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/140
CON-0141,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0141,POSTGRESQL,2.0.0,STAGING,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-15T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/141
CON-0142,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0142,MYSQL,2.1.1,DEV,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-15T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/142
CON-0143,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0143,KAFKA,2.2.2,TEST,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-15T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/143
CON-0144,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0144,CSV,2.3.3,STAGING,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-15T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/144
CON-0145,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0145,REST_API,2.4.4,DEV,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-16T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/145
CON-0146,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0146,S3,2.5.5,TEST,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-16T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/146
CON-0147,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0147,MONGODB,2.6.6,STAGING,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-16T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/147
CON-0148,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0148,POSTGRESQL,2.7.7,DEV,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-16T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/148
CON-0149,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0149,MYSQL,2.8.8,TEST,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-16T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/149
CON-0150,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0150,KAFKA,2.9.9,STAGING,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-16T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/150
CON-0151,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0151,CSV,2.0.10,DEV,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-16T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/151
CON-0152,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0152,REST_API,2.1.11,TEST,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-16T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/152
CON-0153,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0153,S3,2.2.12,STAGING,FULL|INCREMENTAL|CDC,500,1,170,DEGRADED,2026-08-16T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/153
CON-0154,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0154,MONGODB,2.3.13,DEV,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-16T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/154
CON-0155,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0155,POSTGRESQL,2.4.14,TEST,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-16T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/155
CON-0156,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0156,MYSQL,2.5.15,STAGING,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-16T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/156
CON-0157,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0157,KAFKA,2.6.16,DEV,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-16T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/157
CON-0158,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0158,CSV,2.7.17,TEST,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-16T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/158
CON-0159,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0159,REST_API,2.8.18,STAGING,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-16T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/159
CON-0160,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0160,S3,2.9.19,DEV,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-16T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/160
CON-0161,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0161,MONGODB,2.0.0,TEST,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-16T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/161
CON-0162,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0162,POSTGRESQL,2.1.1,STAGING,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-16T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/162
CON-0163,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0163,MYSQL,2.2.2,DEV,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-16T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/163
CON-0164,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0164,KAFKA,2.3.3,TEST,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-16T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/164
CON-0165,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0165,CSV,2.4.4,STAGING,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-16T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/165
CON-0166,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0166,REST_API,2.5.5,DEV,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-16T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/166
CON-0167,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0167,S3,2.6.6,TEST,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-16T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/167
CON-0168,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0168,MONGODB,2.7.7,STAGING,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-16T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/168
CON-0169,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0169,POSTGRESQL,2.8.8,DEV,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-17T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/169
CON-0170,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0170,MYSQL,2.9.9,TEST,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-17T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/170
CON-0171,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0171,KAFKA,2.0.10,STAGING,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-17T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/171
CON-0172,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0172,CSV,2.1.11,DEV,FULL|INCREMENTAL|CDC,2000,4,160,DEGRADED,2026-08-17T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/172
CON-0173,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0173,REST_API,2.2.12,TEST,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-17T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/173
CON-0174,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0174,S3,2.3.13,STAGING,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-17T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/174
CON-0175,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0175,MONGODB,2.4.14,DEV,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-17T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/175
CON-0176,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0176,POSTGRESQL,2.5.15,TEST,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-17T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/176
CON-0177,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0177,MYSQL,2.6.16,STAGING,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-17T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/177
CON-0178,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0178,KAFKA,2.7.17,DEV,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-17T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/178
CON-0179,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0179,CSV,2.8.18,TEST,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-17T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/179
CON-0180,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0180,REST_API,2.9.19,STAGING,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-17T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/180
CON-0181,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0181,S3,2.0.0,DEV,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-17T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/181
CON-0182,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0182,MONGODB,2.1.1,TEST,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-17T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/182
CON-0183,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0183,POSTGRESQL,2.2.2,STAGING,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-17T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/183
CON-0184,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0184,MYSQL,2.3.3,DEV,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-17T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/184
CON-0185,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0185,KAFKA,2.4.4,TEST,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-17T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/185
CON-0186,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0186,CSV,2.5.5,STAGING,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-17T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/186
CON-0187,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0187,REST_API,2.6.6,DEV,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-17T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/187
CON-0188,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0188,S3,2.7.7,TEST,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-17T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/188
CON-0189,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0189,MONGODB,2.8.8,STAGING,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-17T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/189
CON-0190,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0190,POSTGRESQL,2.9.9,DEV,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-17T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/190
CON-0191,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0191,MYSQL,2.0.10,TEST,FULL|INCREMENTAL|CDC,3500,7,150,DEGRADED,2026-08-17T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/191
CON-0192,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0192,KAFKA,2.1.11,STAGING,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-17T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/192
CON-0193,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0193,CSV,2.2.12,DEV,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-18T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/193
CON-0194,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0194,REST_API,2.3.13,TEST,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-18T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/194
CON-0195,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0195,S3,2.4.14,STAGING,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-18T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/195
CON-0196,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0196,MONGODB,2.5.15,DEV,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-18T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/196
CON-0197,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0197,POSTGRESQL,2.6.16,TEST,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-18T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/197
CON-0198,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0198,MYSQL,2.7.17,STAGING,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-18T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/198
CON-0199,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0199,KAFKA,2.8.18,DEV,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-18T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/199
CON-0200,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0200,CSV,2.9.19,TEST,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-18T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/200
CON-0201,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0201,REST_API,2.0.0,STAGING,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-18T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/201
CON-0202,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0202,S3,2.1.1,DEV,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-18T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/202
CON-0203,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0203,MONGODB,2.2.2,TEST,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-18T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/203
CON-0204,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0204,POSTGRESQL,2.3.3,STAGING,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-18T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/204
CON-0205,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0205,MYSQL,2.4.4,DEV,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-18T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/205
CON-0206,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0206,KAFKA,2.5.5,TEST,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-18T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/206
CON-0207,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0207,CSV,2.6.6,STAGING,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-18T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/207
CON-0208,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0208,REST_API,2.7.7,DEV,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-18T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/208
CON-0209,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0209,S3,2.8.8,TEST,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-18T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/209
CON-0210,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0210,MONGODB,2.9.9,STAGING,FULL|INCREMENTAL|CDC,1000,2,140,DEGRADED,2026-08-18T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/210
CON-0211,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0211,POSTGRESQL,2.0.10,DEV,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-18T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/211
