record_id,artifact_code,retrieval_anchor,task_id,execution_id,config_version,sync_mode,source_object,target_object,rows_read,rows_written,dirty_records,duration_ms,checkpoint,completed_at,status,source_uri
RUN-0152,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0152,EXEC-tenant-20-project-201-0152,cfg-v251,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,159641,159641,0,49781,checkpoint-000152,2026-08-11T13:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/152
RUN-0153,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0153,EXEC-tenant-20-project-201-0153,cfg-v252,CDC,PostgreSQL.orders,warehouse.order_fact,160632,160632,0,49912,checkpoint-000153,2026-08-11T14:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/153
RUN-0154,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0154,EXEC-tenant-20-project-201-0154,cfg-v253,FILE,MySQL.customer,lake.customer,161623,161623,0,50043,checkpoint-000154,2026-08-11T14:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/154
RUN-0155,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0155,EXEC-tenant-20-project-201-0155,cfg-v254,API,Kafka.payment,warehouse.payment,162614,162614,0,50174,checkpoint-000155,2026-08-11T14:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/155
RUN-0156,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0156,EXEC-tenant-20-project-201-0156,cfg-v255,KAFKA,CSV.daily_sales,staging.daily_sales,163605,163605,0,50305,checkpoint-000156,2026-08-11T14:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/156
RUN-0157,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0157,EXEC-tenant-20-project-201-0157,cfg-v256,FULL,API.inventory,warehouse.inventory,164596,164596,0,50436,checkpoint-000157,2026-08-11T15:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/157
RUN-0158,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0158,EXEC-tenant-20-project-201-0158,cfg-v257,INCREMENTAL,MinIO.parquet/events,lake.events,165587,165587,0,50567,checkpoint-000158,2026-08-11T15:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/158
RUN-0159,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0159,EXEC-tenant-20-project-201-0159,cfg-v258,CDC,MongoDB.profile,warehouse.profile,166578,166578,0,50698,checkpoint-000159,2026-08-11T15:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/159
RUN-0160,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0160,EXEC-tenant-20-project-201-0160,cfg-v259,FILE,PostgreSQL.refund,warehouse.refund_fact,167569,167569,0,50829,checkpoint-000160,2026-08-11T15:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/160
RUN-0161,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0161,EXEC-tenant-20-project-201-0161,cfg-v260,API,PostgreSQL.orders,warehouse.order_fact,168560,168560,0,50960,checkpoint-000161,2026-08-11T16:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/161
RUN-0162,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0162,EXEC-tenant-20-project-201-0162,cfg-v261,KAFKA,MySQL.customer,lake.customer,169551,169551,0,51091,checkpoint-000162,2026-08-11T16:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/162
RUN-0163,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0163,EXEC-tenant-20-project-201-0163,cfg-v262,FULL,Kafka.payment,warehouse.payment,170542,170542,0,51222,checkpoint-000163,2026-08-11T16:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/163
RUN-0164,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0164,EXEC-tenant-20-project-201-0164,cfg-v263,INCREMENTAL,CSV.daily_sales,staging.daily_sales,171533,171533,0,51353,checkpoint-000164,2026-08-11T16:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/164
RUN-0165,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0165,EXEC-tenant-20-project-201-0165,cfg-v264,CDC,API.inventory,warehouse.inventory,172524,172524,0,51484,checkpoint-000165,2026-08-11T17:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/165
RUN-0166,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0166,EXEC-tenant-20-project-201-0166,cfg-v265,FILE,MinIO.parquet/events,lake.events,173515,173515,0,51615,checkpoint-000166,2026-08-11T17:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/166
RUN-0167,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0167,EXEC-tenant-20-project-201-0167,cfg-v266,API,MongoDB.profile,warehouse.profile,174506,174506,0,51746,checkpoint-000167,2026-08-11T17:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/167
RUN-0168,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0168,EXEC-tenant-20-project-201-0168,cfg-v267,KAFKA,PostgreSQL.refund,warehouse.refund_fact,175497,175497,0,51877,checkpoint-000168,2026-08-11T17:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/168
RUN-0169,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0169,EXEC-tenant-20-project-201-0169,cfg-v268,FULL,PostgreSQL.orders,warehouse.order_fact,176488,176488,0,52008,checkpoint-000169,2026-08-11T18:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/169
RUN-0170,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0170,EXEC-tenant-20-project-201-0170,cfg-v269,INCREMENTAL,MySQL.customer,lake.customer,177479,177479,0,52139,checkpoint-000170,2026-08-11T18:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/170
RUN-0171,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0171,EXEC-tenant-20-project-201-0171,cfg-v270,CDC,Kafka.payment,warehouse.payment,178470,178470,0,52270,checkpoint-000171,2026-08-11T18:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/171
RUN-0172,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0172,EXEC-tenant-20-project-201-0172,cfg-v271,FILE,CSV.daily_sales,staging.daily_sales,179461,179461,0,52401,checkpoint-000172,2026-08-11T18:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/172
RUN-0173,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0173,EXEC-tenant-20-project-201-0173,cfg-v272,API,API.inventory,warehouse.inventory,180452,180452,0,52532,checkpoint-000173,2026-08-11T19:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/173
RUN-0174,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0174,EXEC-tenant-20-project-201-0174,cfg-v273,KAFKA,MinIO.parquet/events,lake.events,181443,181443,0,52663,checkpoint-000174,2026-08-11T19:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/174
RUN-0175,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0175,EXEC-tenant-20-project-201-0175,cfg-v274,FULL,MongoDB.profile,warehouse.profile,182434,182434,0,52794,checkpoint-000175,2026-08-11T19:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/175
RUN-0176,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0176,EXEC-tenant-20-project-201-0176,cfg-v275,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,183425,183425,0,52925,checkpoint-000176,2026-08-11T19:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/176
RUN-0177,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0177,EXEC-tenant-20-project-201-0177,cfg-v276,CDC,PostgreSQL.orders,warehouse.order_fact,184416,184416,0,53056,checkpoint-000177,2026-08-11T20:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/177
RUN-0178,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0178,EXEC-tenant-20-project-201-0178,cfg-v277,FILE,MySQL.customer,lake.customer,185407,185407,0,53187,checkpoint-000178,2026-08-11T20:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/178
RUN-0179,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0179,EXEC-tenant-20-project-201-0179,cfg-v278,API,Kafka.payment,warehouse.payment,186398,186398,0,53318,checkpoint-000179,2026-08-11T20:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/179
RUN-0180,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0180,EXEC-tenant-20-project-201-0180,cfg-v279,KAFKA,CSV.daily_sales,staging.daily_sales,187389,187389,0,53449,checkpoint-000180,2026-08-11T20:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/180
RUN-0181,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0181,EXEC-tenant-20-project-201-0181,cfg-v280,FULL,API.inventory,warehouse.inventory,188380,188380,0,53580,checkpoint-000181,2026-08-11T21:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/181
RUN-0182,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0182,EXEC-tenant-20-project-201-0182,cfg-v281,INCREMENTAL,MinIO.parquet/events,lake.events,189371,189371,0,53711,checkpoint-000182,2026-08-11T21:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/182
RUN-0183,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0183,EXEC-tenant-20-project-201-0183,cfg-v282,CDC,MongoDB.profile,warehouse.profile,190362,190362,0,53842,checkpoint-000183,2026-08-11T21:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/183
RUN-0184,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0184,EXEC-tenant-20-project-201-0184,cfg-v283,FILE,PostgreSQL.refund,warehouse.refund_fact,191353,191353,0,53973,checkpoint-000184,2026-08-11T21:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/184
RUN-0185,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0185,EXEC-tenant-20-project-201-0185,cfg-v284,API,PostgreSQL.orders,warehouse.order_fact,192344,192344,0,54104,checkpoint-000185,2026-08-11T22:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/185
RUN-0186,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0186,EXEC-tenant-20-project-201-0186,cfg-v285,KAFKA,MySQL.customer,lake.customer,193335,193335,0,54235,checkpoint-000186,2026-08-11T22:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/186
RUN-0187,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0187,EXEC-tenant-20-project-201-0187,cfg-v286,FULL,Kafka.payment,warehouse.payment,194326,194326,0,54366,checkpoint-000187,2026-08-11T22:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/187
RUN-0188,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0188,EXEC-tenant-20-project-201-0188,cfg-v287,INCREMENTAL,CSV.daily_sales,staging.daily_sales,195317,195317,0,54497,checkpoint-000188,2026-08-11T22:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/188
RUN-0189,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0189,EXEC-tenant-20-project-201-0189,cfg-v288,CDC,API.inventory,warehouse.inventory,196308,196308,0,54628,checkpoint-000189,2026-08-11T23:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/189
RUN-0190,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0190,EXEC-tenant-20-project-201-0190,cfg-v289,FILE,MinIO.parquet/events,lake.events,197299,197299,0,54759,checkpoint-000190,2026-08-11T23:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/190
RUN-0191,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0191,EXEC-tenant-20-project-201-0191,cfg-v290,API,MongoDB.profile,warehouse.profile,198290,198290,0,54890,checkpoint-000191,2026-08-11T23:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/191
RUN-0192,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0192,EXEC-tenant-20-project-201-0192,cfg-v291,KAFKA,PostgreSQL.refund,warehouse.refund_fact,199281,199281,0,55021,checkpoint-000192,2026-08-11T23:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/192
RUN-0193,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0193,EXEC-tenant-20-project-201-0193,cfg-v292,FULL,PostgreSQL.orders,warehouse.order_fact,200272,200272,0,55152,checkpoint-000193,2026-08-12T00:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/193
RUN-0194,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0194,EXEC-tenant-20-project-201-0194,cfg-v293,INCREMENTAL,MySQL.customer,lake.customer,201263,201263,0,55283,checkpoint-000194,2026-08-12T00:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/194
RUN-0195,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0195,EXEC-tenant-20-project-201-0195,cfg-v294,CDC,Kafka.payment,warehouse.payment,202254,202254,0,55414,checkpoint-000195,2026-08-12T00:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/195
RUN-0196,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0196,EXEC-tenant-20-project-201-0196,cfg-v295,FILE,CSV.daily_sales,staging.daily_sales,203245,203245,0,55545,checkpoint-000196,2026-08-12T00:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/196
RUN-0197,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0197,EXEC-tenant-20-project-201-0197,cfg-v296,API,API.inventory,warehouse.inventory,204236,204236,0,55676,checkpoint-000197,2026-08-12T01:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/197
RUN-0198,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0198,EXEC-tenant-20-project-201-0198,cfg-v297,KAFKA,MinIO.parquet/events,lake.events,205227,205227,0,55807,checkpoint-000198,2026-08-12T01:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/198
RUN-0199,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0199,EXEC-tenant-20-project-201-0199,cfg-v298,FULL,MongoDB.profile,warehouse.profile,206218,206218,0,55938,checkpoint-000199,2026-08-12T01:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/199
RUN-0200,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0200,EXEC-tenant-20-project-201-0200,cfg-v299,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,207209,207209,0,56069,checkpoint-000200,2026-08-12T01:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/200
RUN-0201,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0201,EXEC-tenant-20-project-201-0201,cfg-v300,CDC,PostgreSQL.orders,warehouse.order_fact,208200,208200,0,56200,checkpoint-000201,2026-08-12T02:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/201
RUN-0202,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0202,EXEC-tenant-20-project-201-0202,cfg-v301,FILE,MySQL.customer,lake.customer,209191,209191,0,56331,checkpoint-000202,2026-08-12T02:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/202
RUN-0203,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0203,EXEC-tenant-20-project-201-0203,cfg-v302,API,Kafka.payment,warehouse.payment,210182,210182,0,56462,checkpoint-000203,2026-08-12T02:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/203
RUN-0204,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0204,EXEC-tenant-20-project-201-0204,cfg-v303,KAFKA,CSV.daily_sales,staging.daily_sales,211173,211173,0,56593,checkpoint-000204,2026-08-12T02:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/204
RUN-0205,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0205,EXEC-tenant-20-project-201-0205,cfg-v304,FULL,API.inventory,warehouse.inventory,212164,212164,0,56724,checkpoint-000205,2026-08-12T03:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/205
RUN-0206,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0206,EXEC-tenant-20-project-201-0206,cfg-v305,INCREMENTAL,MinIO.parquet/events,lake.events,213155,213155,0,56855,checkpoint-000206,2026-08-12T03:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/206
RUN-0207,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0207,EXEC-tenant-20-project-201-0207,cfg-v306,CDC,MongoDB.profile,warehouse.profile,214146,214146,0,56986,checkpoint-000207,2026-08-12T03:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/207
RUN-0208,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0208,EXEC-tenant-20-project-201-0208,cfg-v307,FILE,PostgreSQL.refund,warehouse.refund_fact,215137,215137,0,57117,checkpoint-000208,2026-08-12T03:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/208
RUN-0209,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0209,EXEC-tenant-20-project-201-0209,cfg-v308,API,PostgreSQL.orders,warehouse.order_fact,216128,216128,0,57248,checkpoint-000209,2026-08-12T04:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/209
RUN-0210,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0210,EXEC-tenant-20-project-201-0210,cfg-v309,KAFKA,MySQL.customer,lake.customer,217119,217119,0,57379,checkpoint-000210,2026-08-12T04:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/210
RUN-0211,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0211,EXEC-tenant-20-project-201-0211,cfg-v310,FULL,Kafka.payment,warehouse.payment,218110,218110,0,57510,checkpoint-000211,2026-08-12T04:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/211
RUN-0212,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0212,EXEC-tenant-20-project-201-0212,cfg-v311,INCREMENTAL,CSV.daily_sales,staging.daily_sales,219101,219101,0,57641,checkpoint-000212,2026-08-12T04:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/212
RUN-0213,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0213,EXEC-tenant-20-project-201-0213,cfg-v312,CDC,API.inventory,warehouse.inventory,220092,220092,0,57772,checkpoint-000213,2026-08-12T05:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/213
RUN-0214,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0214,EXEC-tenant-20-project-201-0214,cfg-v313,FILE,MinIO.parquet/events,lake.events,221083,221083,0,57903,checkpoint-000214,2026-08-12T05:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/214
RUN-0215,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0215,EXEC-tenant-20-project-201-0215,cfg-v314,API,MongoDB.profile,warehouse.profile,222074,222074,0,58034,checkpoint-000215,2026-08-12T05:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/215
RUN-0216,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0216,EXEC-tenant-20-project-201-0216,cfg-v315,KAFKA,PostgreSQL.refund,warehouse.refund_fact,223065,223065,0,58165,checkpoint-000216,2026-08-12T05:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/216
RUN-0217,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0217,EXEC-tenant-20-project-201-0217,cfg-v316,FULL,PostgreSQL.orders,warehouse.order_fact,224056,224056,0,58296,checkpoint-000217,2026-08-12T06:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/217
RUN-0218,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0218,EXEC-tenant-20-project-201-0218,cfg-v317,INCREMENTAL,MySQL.customer,lake.customer,225047,225047,0,58427,checkpoint-000218,2026-08-12T06:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/218
RUN-0219,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0219,EXEC-tenant-20-project-201-0219,cfg-v318,CDC,Kafka.payment,warehouse.payment,226038,226038,0,58558,checkpoint-000219,2026-08-12T06:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/219
RUN-0220,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0220,EXEC-tenant-20-project-201-0220,cfg-v319,FILE,CSV.daily_sales,staging.daily_sales,227029,227029,0,58689,checkpoint-000220,2026-08-12T06:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/220
RUN-0221,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0221,EXEC-tenant-20-project-201-0221,cfg-v320,API,API.inventory,warehouse.inventory,228020,228020,0,58820,checkpoint-000221,2026-08-12T07:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/221
RUN-0222,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0222,EXEC-tenant-20-project-201-0222,cfg-v321,KAFKA,MinIO.parquet/events,lake.events,229011,229011,0,58951,checkpoint-000222,2026-08-12T07:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/222
RUN-0223,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0223,EXEC-tenant-20-project-201-0223,cfg-v322,FULL,MongoDB.profile,warehouse.profile,230002,230002,0,59082,checkpoint-000223,2026-08-12T07:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/223
RUN-0224,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0224,EXEC-tenant-20-project-201-0224,cfg-v323,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,230993,230993,0,59213,checkpoint-000224,2026-08-12T07:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/224
RUN-0225,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0225,EXEC-tenant-20-project-201-0225,cfg-v324,CDC,PostgreSQL.orders,warehouse.order_fact,231984,231984,0,59344,checkpoint-000225,2026-08-12T08:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/225
RUN-0226,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0226,EXEC-tenant-20-project-201-0226,cfg-v325,FILE,MySQL.customer,lake.customer,232975,232975,0,59475,checkpoint-000226,2026-08-12T08:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/226
RUN-0227,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0227,EXEC-tenant-20-project-201-0227,cfg-v326,API,Kafka.payment,warehouse.payment,233966,233966,0,59606,checkpoint-000227,2026-08-12T08:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/227
RUN-0228,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0228,EXEC-tenant-20-project-201-0228,cfg-v327,KAFKA,CSV.daily_sales,staging.daily_sales,234957,234957,0,59737,checkpoint-000228,2026-08-12T08:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/228
RUN-0229,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0229,EXEC-tenant-20-project-201-0229,cfg-v328,FULL,API.inventory,warehouse.inventory,235948,235948,0,59868,checkpoint-000229,2026-08-12T09:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/229
RUN-0230,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0230,EXEC-tenant-20-project-201-0230,cfg-v329,INCREMENTAL,MinIO.parquet/events,lake.events,236939,236939,0,59999,checkpoint-000230,2026-08-12T09:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/230
